"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:0090136","GO:0090136","epithelial cell-cell adhesion",92236,14,0.497454372869655,0.486860620475384,0.499493790592348
"GO:0032410","GO:0032410","negative regulation of transporter activity",410058,62,0.501200265965248,0.486979085715007,0.499493790592348
"GO:0032526","GO:0032526","response to retinoic acid",682750,104,0.499080420112045,0.487098744059196,0.499493790592348
"GO:0043966","GO:0043966","histone H3 acetylation",324483,49,0.501332579363792,0.487142860425388,0.499493790592348
"GO:0060579","GO:0060579","ventral spinal cord interneuron fate commitment",99797,15,0.502388683329558,0.487238235170463,0.499493790592348
"GO:0060581","GO:0060581","cell fate commitment involved in pattern specification",99797,15,0.502388683329558,0.487238235170463,0.499493790592348
"GO:0048762","GO:0048762","mesenchymal cell differentiation",1181845,181,0.49931409243254,0.48734105320539,0.499493790592348
"GO:0019674","GO:0019674","NAD metabolic process",350812,53,0.501256670929394,0.487391752529197,0.499493790592348
"GO:0034644","GO:0034644","cellular response to UV",423172,64,0.501141617401849,0.487418084015243,0.499493790592348
"GO:0006353","GO:0006353","DNA-templated transcription, termination",545674,83,0.499004595231019,0.487514988943224,0.499493790592348
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold",172614,26,0.501738210399033,0.487775930302817,0.499493790592348
"GO:0045932","GO:0045932","negative regulation of muscle contraction",172610,26,0.501726583573621,0.487857739719736,0.499493790592348
"GO:0010623","GO:0010623","developmental programmed cell death",265091,40,0.501382584354668,0.487944463545814,0.499493790592348
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process",611070,93,0.499099518518065,0.488048841162262,0.499493790592348
"GO:0001784","GO:0001784","phosphotyrosine binding",99766,15,0.502232626041431,0.488072607930482,0.499493790592348
"GO:0060395","GO:0060395","SMAD protein signal transduction",381935,58,0.498870167189133,0.488143803354624,0.499493790592348
"GO:0050435","GO:0050435","beta-amyloid metabolic process",152744,23,0.501778880110379,0.488233326709526,0.499493790592348
"GO:0009880","GO:0009880","embryonic pattern specification",403384,61,0.501087554672758,0.488297233752255,0.499493790592348
"GO:0043094","GO:0043094","cellular metabolic compound salvage",217573,33,0.498534685226557,0.488392730609063,0.499493790592348
"GO:0014074","GO:0014074","response to purine-containing compound",1029810,157,0.500671655832175,0.488444833855409,0.499493790592348
"GO:0016853","GO:0016853","isomerase activity",897500,137,0.499283201776614,0.488471920536017,0.499493790592348
"GO:0004527","GO:0004527","exonuclease activity",434445,66,0.498976652516677,0.488547711581378,0.499493790592348
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process",237338,36,0.498617623825611,0.488563800045177,0.499493790592348
"GO:0045806","GO:0045806","negative regulation of endocytosis",230764,35,0.498620369269995,0.48874593685276,0.499493790592348
"GO:1903650","GO:1903650","negative regulation of cytoplasmic transport",750348,114,0.500760803408399,0.488829138491808,0.499493790592348
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process",1068587,163,0.500629894330483,0.488960673371283,0.499493790592348
"GO:2000479","GO:2000479","regulation of cAMP-dependent protein kinase activity",86470,13,0.502192409327177,0.489097278347056,0.499493790592348
"GO:0016410","GO:0016410","N-acyltransferase activity",486923,74,0.499092880805563,0.489253893144509,0.499493790592348
"GO:0050704","GO:0050704","regulation of interleukin-1 secretion",205591,31,0.501396215463483,0.489280425701916,0.499493790592348
"GO:0051384","GO:0051384","response to glucocorticoid",1053056,161,0.499406008772575,0.489653294581456,0.499493790592348
"GO:0016918","GO:0016918","retinal binding",93078,14,0.501995512792855,0.489702355211898,0.499493790592348
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",311130,47,0.501081464994516,0.489781114142923,0.499493790592348
"GO:0006531","GO:0006531","aspartate metabolic process",72534,11,0.497773080697516,0.489814367294537,0.499493790592348
"GO:0048599","GO:0048599","oocyte development",263743,40,0.498833030715691,0.489825374677542,0.499493790592348
"GO:0030898","GO:0030898","actin-dependent ATPase activity",86443,13,0.502035601242849,0.489877935832037,0.499493790592348
"GO:0021801","GO:0021801","cerebral cortex radial glia guided migration",125347,19,0.498316377846951,0.489878737643905,0.499493790592348
"GO:0022030","GO:0022030","telencephalon glial cell migration",125347,19,0.498316377846951,0.489878737643905,0.499493790592348
"GO:0045444","GO:0045444","fat cell differentiation",1210559,185,0.500540209757681,0.489922129171512,0.499493790592348
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity",231968,35,0.501221896911226,0.490033342222697,0.499493790592348
"GO:0001782","GO:0001782","B cell homeostasis",197904,30,0.498699727850015,0.490179753557534,0.499493790592348
"GO:0048524","GO:0048524","positive regulation of viral process",637386,97,0.499277387031506,0.490207303547732,0.499493790592348
"GO:0043484","GO:0043484","regulation of RNA splicing",454252,69,0.499155532552929,0.490338744062756,0.499493790592348
"GO:0003906","GO:0003906","DNA-(apurinic or apyrimidinic site) lyase activity",79160,12,0.498011978458906,0.490503345317804,0.499493790592348
"GO:0007045","GO:0007045","cell-substrate adherens junction assembly",429498,65,0.500846019742404,0.490604612458144,0.499493790592348
"GO:0048041","GO:0048041","focal adhesion assembly",429498,65,0.500846019742404,0.490604612458144,0.499493790592348
"GO:0006730","GO:0006730","one-carbon metabolic process",231934,35,0.501148431844946,0.490632991943415,0.499493790592348
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway",1001455,153,0.4994626109378,0.490872352011961,0.499493790592348
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction",1104894,169,0.499490741808131,0.490914484760811,0.499493790592348
"GO:0002089","GO:0002089","lens morphogenesis in camera-type eye",126149,19,0.501504724875865,0.490955272197095,0.499493790592348
"GO:0043200","GO:0043200","response to amino acid",691412,105,0.500636827375974,0.491023842365387,0.499493790592348
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress",72574,11,0.498047585388115,0.49107162806047,0.499493790592348
"GO:0042787","GO:0042787","protein ubiquitination involved in ubiquitin-dependent protein catabolic process",1236189,189,0.500473069070513,0.491081334308421,0.499493790592348
"GO:1901879","GO:1901879","regulation of protein depolymerization",500179,76,0.499264347714986,0.491169503216832,0.499493790592348
"GO:0000018","GO:0000018","regulation of DNA recombination",363700,55,0.500850357701073,0.491310826495713,0.499493790592348
"GO:0014048","GO:0014048","regulation of glutamate secretion",99644,15,0.50161846510106,0.491356740802929,0.499493790592348
"GO:0042991","GO:0042991","transcription factor import into nucleus",630977,96,0.499367655624778,0.491475074182718,0.499493790592348
"GO:0005132","GO:0005132","type I interferon receptor binding",85800,13,0.498301245753114,0.491555031013357,0.499493790592348
"GO:0048569","GO:0048569","post-embryonic organ development",119503,18,0.50143924135616,0.491580362570809,0.499493790592348
"GO:0031306","GO:0031306","intrinsic component of mitochondrial outer membrane",139351,21,0.501304064724779,0.491760164136343,0.499493790592348
"GO:0051481","GO:0051481","negative regulation of cytosolic calcium ion concentration",72599,11,0.49821915081974,0.491857461880622,0.499493790592348
"GO:0045178","GO:0045178","basal part of cell",329652,50,0.499170199878861,0.49191469958996,0.499493790592348
"GO:0031935","GO:0031935","regulation of chromatin silencing",99022,15,0.498487251126381,0.491922107678641,0.499493790592348
"GO:0035148","GO:0035148","tube formation",930318,142,0.49950710668402,0.491931795603172,0.499493790592348
"GO:0010669","GO:0010669","epithelial structure maintenance",151833,23,0.498786156600581,0.491973679877689,0.499493790592348
"GO:0005682","GO:0005682","U5 snRNP",99029,15,0.498522489868862,0.492110566966216,0.499493790592348
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process",126096,19,0.501294023638294,0.49222327457447,0.499493790592348
"GO:0035456","GO:0035456","response to interferon-beta",138651,21,0.498785870773481,0.492329140838939,0.499493790592348
"GO:0098644","GO:0098644","complex of collagen trimers",151850,23,0.498842003252246,0.492343409642374,0.499493790592348
"GO:0007519","GO:0007519","skeletal muscle tissue development",1008108,154,0.49955401741116,0.492400974462821,0.499493790592348
"GO:0050667","GO:0050667","homocysteine metabolic process",86354,13,0.50151871533525,0.492451472583537,0.499493790592348
"GO:0005031","GO:0005031","tumor necrosis factor-activated receptor activity",158454,24,0.498885446576999,0.492472378701288,0.499493790592348
"GO:0005035","GO:0005035","death receptor activity",158454,24,0.498885446576999,0.492472378701288,0.499493790592348
"GO:0003159","GO:0003159","morphogenesis of an endothelium",119465,18,0.501279791876469,0.492514395646164,0.499493790592348
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal",945065,144,0.500453819497399,0.49252005529612,0.499493790592348
"GO:0051653","GO:0051653","spindle localization",250759,38,0.499161955569711,0.492879988086107,0.499582397343569
"GO:0032606","GO:0032606","type I interferon production",782485,119,0.500456975544613,0.4931472084862,0.499582397343569
"GO:0030852","GO:0030852","regulation of granulocyte differentiation",105678,16,0.498782283642954,0.493286248649249,0.499582397343569
"GO:0005790","GO:0005790","smooth endoplasmic reticulum",217848,33,0.499164804949304,0.493387404016162,0.499582397343569
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity",192161,29,0.500887548515409,0.493412176209445,0.499582397343569
"GO:0034364","GO:0034364","high-density lipoprotein particle",165725,25,0.500944608176528,0.493489992911926,0.499582397343569
"GO:0018393","GO:0018393","internal peptidyl-lysine acetylation",865609,132,0.499591950281422,0.493558523416823,0.499582397343569
"GO:0048255","GO:0048255","mRNA stabilization",191495,29,0.499151550538133,0.493702790797602,0.499582397343569
"GO:0021819","GO:0021819","layer formation in cerebral cortex",86309,13,0.501257368528037,0.493752825360478,0.499582397343569
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein",416112,63,0.500564788249517,0.493826579773743,0.499582397343569
"GO:0042503","GO:0042503","tyrosine phosphorylation of Stat3 protein",270570,41,0.49930152778111,0.493837435792734,0.499582397343569
"GO:0090083","GO:0090083","regulation of inclusion body assembly",106170,16,0.501104440416855,0.493911945273924,0.499582397343569
"GO:0048066","GO:0048066","developmental pigmentation",291094,44,0.500663896418399,0.493932504645807,0.499582397343569
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase",284500,43,0.500664326126935,0.493997910635386,0.499582397343569
"GO:0060911","GO:0060911","cardiac cell fate commitment",73048,11,0.501300465971712,0.494057954975162,0.499582397343569
"GO:0008334","GO:0008334","histone mRNA metabolic process",152462,23,0.500852482712176,0.494366156991756,0.499582397343569
"GO:0042405","GO:0042405","nuclear inclusion body",73038,11,0.501231839799063,0.494372327454395,0.499582397343569
"GO:1901678","GO:1901678","iron coordination entity transport",73034,11,0.501204389330003,0.494498077435649,0.499582397343569
"GO:0034367","GO:0034367","macromolecular complex remodeling",152448,23,0.500806491351982,0.494670670413079,0.499582397343569
"GO:0034368","GO:0034368","protein-lipid complex remodeling",152448,23,0.500806491351982,0.494670670413079,0.499582397343569
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling",152448,23,0.500806491351982,0.494670670413079,0.499582397343569
"GO:0033865","GO:0033865","nucleoside bisphosphate metabolic process",244895,37,0.500626562573465,0.494749251995261,0.499582397343569
"GO:0033875","GO:0033875","ribonucleoside bisphosphate metabolic process",244895,37,0.500626562573465,0.494749251995261,0.499582397343569
"GO:0034032","GO:0034032","purine nucleoside bisphosphate metabolic process",244895,37,0.500626562573465,0.494749251995261,0.499582397343569
"GO:0071318","GO:0071318","cellular response to ATP",79650,12,0.501094670089083,0.494777248309747,0.499582397343569
"GO:0045725","GO:0045725","positive regulation of glycogen biosynthetic process",99516,15,0.500974099524277,0.494803014446098,0.499582397343569
"GO:0047485","GO:0047485","protein N-terminus binding",644350,98,0.499620060790274,0.494826971795206,0.499582397343569
"GO:0010613","GO:0010613","positive regulation of cardiac muscle hypertrophy",138771,21,0.499217561165132,0.49506042585802,0.499582397343569
"GO:0014742","GO:0014742","positive regulation of muscle hypertrophy",138771,21,0.499217561165132,0.49506042585802,0.499582397343569
"GO:0007040","GO:0007040","lysosome organization",310136,47,0.499480606908814,0.495095740285779,0.499582397343569
"GO:0080171","GO:0080171","lytic vacuole organization",310136,47,0.499480606908814,0.495095740285779,0.499582397343569
"GO:0015171","GO:0015171","amino acid transmembrane transporter activity",494760,75,0.500402032921186,0.495208322174136,0.499582397343569
